Anoste|protein1168	GO:0003713,GO:0000124
Anoalb|LOC118463205	GO:0050839,GO:0005911,GO:0005886,GO:0098609
Anoara|LOC120897244	GO:0062129,GO:0008010
Anogam|LOC1274134	GO:0007165,GO:0006644,GO:0046839,GO:0005886,GO:0016020,GO:0008195
Anogam|LOC5668272	GO:0031012,GO:0007155,GO:0005615,GO:0050839,GO:0030198
Anofun|LOC125762449	GO:0099078,GO:0032418
Anoalb|LOC118466699	GO:0005634,GO:0006281,GO:0000723,GO:0005694,GO:0004674,GO:0000077
Anoalb|LOC118457545	GO:0004067
Anogam|LOC1271670	GO:0045893,GO:0005634
Anoste|protein13589	GO:0000455,GO:0009982
Anogam|LOC1280776	GO:0005829,GO:0008289,GO:0016020,GO:0032934,GO:0015248
Anogam|LOC1279750	GO:0005739,GO:0005811,GO:0009247,GO:0005886
Anoalb|LOC118466177	GO:0016020,GO:0140359,GO:0006869,GO:0005319,GO:0042626,GO:0055085,GO:0043231
Anogam|LOC3291790	GO:0015347,GO:0016020,GO:0043252,GO:0016323,GO:0055085
Anoste|protein16556	GO:0006541,GO:0006528,GO:0005739,GO:0050152,GO:0006107
Anoalb|LOC118459759	GO:0030424,GO:0005789
Anoste|protein7802	GO:0043998,GO:0005634,GO:1990189,GO:0010485
Anoalb|LOC118456651	GO:0006470,GO:0005634,GO:0005737,GO:0005829,GO:0019888,GO:0000159
Anoalb|LOC118460809	GO:0006357,GO:0000981,GO:0000977,GO:0005634
Anogam|LOC1270883	GO:0071586,GO:0005789,GO:0004222
Anoste|protein18727	GO:0000811,GO:0000727,GO:0006261
Anogam|LOC1273882	GO:0016020,GO:0098554,GO:0030660,GO:0098553,GO:0042500,GO:0033619,GO:0006465
Anoste|protein6496	GO:0006506,GO:0005783
Anoste|protein12534	GO:0140662
Anoalb|LOC118456149	GO:0004930,GO:0005886,GO:0001591
Anoste|protein8036	GO:0007411,GO:0043005
Anoalb|LOC118460963	GO:0004312,GO:0006633
Anoalb|LOC118456944	GO:0016020,GO:1990573,GO:0006813,GO:0005242,GO:0034765,GO:0005886
Anofun|LOC125767127	GO:0005615,GO:0062023
Anogam|LOC3290312	GO:0008253,GO:0005886,GO:0006196,GO:0016787,GO:0009166
Anofun|LOC125769842	GO:0006351,GO:0005634
Anoalb|LOC118456672	GO:0004725
Anoalb|LOC118469047	GO:0005886,GO:0004930
Anoalb|LOC118464826	GO:1990072
Anoalb|LOC118458163	GO:0019367,GO:0042761,GO:0016020,GO:0030148,GO:0005789,GO:0034625,GO:0034626,GO:0009922
Anogam|LOC1276344	GO:0009888,GO:0090575,GO:0003677,GO:0009755,GO:0000978,GO:0006357,GO:0004879
Anoste|protein4346	GO:0031083
Anofun|LOC125764121	GO:0030674,GO:0070762,GO:0006999
Anoalb|LOC118461431	GO:0032543,GO:0005654,GO:0005739,GO:0005761,GO:0003723
Anoste|protein14580	GO:0016757,GO:0000030,GO:0005789,GO:0000026,GO:0006506
Anoste|protein13611	GO:0017116,GO:0000727,GO:0042555,GO:0005524,GO:0003697,GO:0006270,GO:0003677,GO:0043138,GO:0005634
Anoalb|LOC118468327	GO:0006357,GO:0005634
Anogam|LOC4577218	GO:0045944,GO:0005634,GO:0010468
Anogam|LOC3291555	GO:0007608,GO:0005615
Anoalb|LOC118466552	GO:0043291,GO:0007035
Anogam|LOC1281196	GO:0005634,GO:0006334
Anoalb|LOC118467814	GO:0005737,GO:0000977,GO:0005634,GO:0006357
Anoste|protein9196	GO:0006281,GO:0031298,GO:0043111,GO:0003677,GO:0000076,GO:0048478,GO:0009649
Anogam|LOC5667270	GO:0005634
Anoste|protein429	GO:0005886,GO:0008188,GO:0004930,GO:0007186,GO:0007218
Anogam|LOC1274653	GO:0031267,GO:0007264,GO:0005886,GO:0005085,GO:0005737
Anofun|LOC125771670	GO:0000146,GO:0016020,GO:0051015,GO:0007015,GO:0015629,GO:0005737
Anogam|LOC1278459	GO:0098793,GO:0016191,GO:0098978
Anoste|protein7883	GO:0060271,GO:0031514,GO:1905515,GO:0016020,GO:0034464,GO:0036064,GO:0043005
Anogam|LOC1279135	GO:0062023,GO:0005615
Anoalb|LOC118468659	GO:0004016,GO:0005886,GO:0006171,GO:0007189
Anogam|LOC1281161	GO:0005886,GO:0008188,GO:0007218,GO:0016020
Anoara|LOC120903778	GO:0000421,GO:0043495,GO:0000045,GO:0034045,GO:0034274
Anoalb|LOC118465628	GO:0000785,GO:0000981,GO:0006355,GO:0005634,GO:0006357,GO:0001708,GO:0000978,GO:0003700
Anoalb|LOC118461282	GO:0005886,GO:0004930
Anoara|LOC120906701	GO:0008188,GO:0007218,GO:0005886
Anoalb|LOC118466333	GO:0005096
Anoste|protein3721	GO:0007034
Anoalb|LOC118467649	GO:0043161,GO:0006886,GO:0031462,GO:1990756
Anoalb|LOC118463919	GO:0006606,GO:0045893,GO:0006406,GO:0031080,GO:0017056
Anogam|LOC4577197	GO:0005789,GO:0034626,GO:0016020,GO:0019367,GO:0042761,GO:0034625,GO:0009922,GO:0030148
Anoste|protein3197	GO:0000981,GO:0006357,GO:0000978,GO:1990513,GO:0032922
Anoalb|LOC118461276	GO:0000981,GO:0006357,GO:0003677,GO:0010468,GO:0005634
Anoalb|LOC118462695	GO:0030036,GO:0031410,GO:0030334,GO:0005886,GO:0005923
Anoalb|LOC118463273	GO:0042274,GO:0003735,GO:0019843,GO:0022627,GO:0015935
Anogam|LOC1281256	GO:0004366,GO:0005783,GO:0019432
Anogam|LOC1281899	GO:0033192,GO:0097720
Anoalb|LOC118466374	GO:0008097,GO:0006412,GO:0003735,GO:0005840,GO:0005739
Anoste|protein6516	GO:0005096,GO:0051056,GO:0030833,GO:0005737
Anoalb|LOC118459026	GO:1905502,GO:0006473,GO:0008080,GO:0005737
Anoste|protein5650	GO:0003729,GO:0032784,GO:0006357,GO:0032044,GO:0006368
Anogam|LOC1280900	GO:0000785,GO:0005634,GO:0007064,GO:0061733
Anoste|protein6871	GO:0008270
Anofun|LOC125772208	GO:0008061,GO:0005576,GO:0006032,GO:0004568
Anoara|LOC120894742	GO:0005886,GO:0005272,GO:0015280,GO:0035725,GO:0016020,GO:0006814
Anoalb|LOC118465708	GO:0005615,GO:0031012
Anogam|LOC1270064	GO:0006357,GO:0000978,GO:0000981
Anoalb|LOC118459413	GO:0032039,GO:0034474
Anogam|LOC1277804	GO:0005737,GO:0004132,GO:0009972
Anoalb|LOC118465255	GO:0005041,GO:0005886,GO:0043235
Anoalb|LOC118460726	GO:0043547,GO:0005634,GO:0005737,GO:0005096
Anoalb|LOC118456666	GO:0036122,GO:0009953,GO:0030514,GO:0005615
Anoste|protein7817	GO:0006670,GO:0042392,GO:0005789
Anogam|LOC1275600	GO:0008474,GO:0016020
Anoalb|LOC118466188	GO:0006357,GO:0005667,GO:0003712
Anoste|protein12774	GO:0005125,GO:0005615,GO:0005576
Anoalb|LOC118462720	GO:0016586,GO:0031490,GO:0035098,GO:0005634
Anoste|protein10905	GO:0016020
Anoara|LOC120907258	GO:0008234
Anoalb|LOC118467825	GO:0009052,GO:0005737,GO:0006014,GO:0004751
Anoara|LOC120894245	GO:0005615,GO:0019239,GO:0006154,GO:0046103,GO:0004000
Anoste|protein14027	GO:0070573,GO:0006508
Anogam|LOC1270447	GO:0022625,GO:0003723
Anogam|LOC1272724	GO:0000978,GO:0006357,GO:0000122,GO:0000981,GO:0005634,GO:0009952
Anofun|LOC125762239	GO:0008156,GO:0045786,GO:0005634
Anofun|LOC125763081	GO:0031526
Anogam|LOC1278072	GO:0034975,GO:0016020,GO:0072546
Anoste|protein17186	GO:0006508,GO:0043171,GO:0008270,GO:0070006,GO:0042277,GO:0005615,GO:0005737,GO:0016020
Anoste|protein14590	GO:0050660,GO:0016491
Anoste|protein14933	GO:0016746,GO:0005737,GO:0004102,GO:0007274,GO:0008292,GO:0043005
Anoalb|LOC118465292	GO:0006357,GO:0000978,GO:0000981,GO:0005634
Anogam|LOC1273317	GO:0140326,GO:0045332,GO:0007030,GO:0005886,GO:0005802
Anoste|protein14564	GO:0000281,GO:0072686,GO:0060285,GO:0007052,GO:0043014,GO:0005930
Anoste|protein2043	GO:0030904,GO:0042147,GO:0030906,GO:0006886,GO:0015031,GO:0005770
Anoara|LOC120900541	GO:0004674,GO:0005634,GO:0030036,GO:0005737
Anoalb|LOC118467921	GO:0016010,GO:0005622,GO:0005198
Anoste|protein6793	GO:0005049,GO:0006611,GO:0000055,GO:0005737,GO:0000056,GO:0005634
Anogam|LOC1272339	GO:0032504,GO:0005615
Anoalb|LOC118461462	GO:0007155,GO:0005912,GO:0051660,GO:0016324,GO:0000226,GO:0035091,GO:0045197,GO:0008104,GO:0005938,GO:0030010,GO:0043296
Anoalb|LOC118466566	GO:0007098
Anoalb|LOC118461831	GO:0006357,GO:0000981,GO:0000978
Anoalb|LOC118459263	GO:0008376,GO:0047238,GO:0030206
Anoalb|LOC118467494	GO:0003684,GO:0000723,GO:0006303,GO:0036297,GO:0035312
Anofun|LOC125764191	GO:0048665,GO:0045944,GO:0007409,GO:0000981
Anoste|protein3618	GO:0006085,GO:0003987
Anoara|LOC120901352	GO:0016020,GO:1902936
Anoste|protein4974	GO:0005811,GO:0016616
Anoara|LOC120908715	GO:0051015
Anogam|LOC1277446	GO:0016020,GO:0005886
Anofun|LOC125766666	GO:0160107,GO:0030488,GO:0005634,GO:0031515
Anoalb|LOC118461262	GO:0000981,GO:0005634,GO:0000978,GO:0006357
Anogam|LOC1281919	GO:0070291,GO:0008889,GO:0006644,GO:0005886,GO:0006580
Anoste|protein11881	GO:0006508,GO:0004185
Anogam|LOC1271758	GO:0004553,GO:0005975,GO:0008422
Anogam|LOC1281205	GO:0005788,GO:0015035,GO:0034976
Anoste|protein13077	GO:0005739,GO:0006231,GO:0005829,GO:0004799,GO:0016741
Anoste|protein14951	GO:0003723,GO:0000956,GO:0005634,GO:0004534
Anoalb|LOC118465822	GO:0000981,GO:0005634,GO:0006357,GO:0000977
Anoste|protein16091	GO:0032934,GO:0015918
Anoste|protein11164	GO:0016226,GO:0005759
Anoalb|LOC118460991	GO:0008324,GO:0005886
Anoalb|LOC118460678	GO:0007274
Anogam|LOC11175589	GO:0019888,GO:0000159,GO:0006470
Anogam|LOC1278795	GO:0004725
Anoste|protein5155	GO:0005758,GO:0005739
Anoalb|LOC118456717	GO:0002143,GO:0042292,GO:0005737,GO:0016779,GO:0032447,GO:0004792
Anogam|LOC1275898	GO:0005634,GO:0010468
Anoalb|LOC118459507	GO:0007399,GO:0022008
Anoalb|LOC118456836	GO:0005615,GO:0008613,GO:0007589,GO:0001664
Anoalb|LOC118465841	GO:0004252
Anoste|protein10247	GO:0007608,GO:0005615
Anoalb|LOC118464089	GO:0006457,GO:0016272
Anoalb|LOC118461309	GO:0055085,GO:0016020,GO:0005886,GO:0042626,GO:0030659
Anoalb|LOC118466595	GO:0005741,GO:0042981,GO:0008630,GO:0001836,GO:0051400,GO:0006919,GO:0097192
Anoalb|LOC118468759	GO:0008104,GO:0016020,GO:0005794,GO:0006897,GO:0042147,GO:0030139
Anoalb|LOC118466766	GO:0032933,GO:0032934,GO:0000139,GO:0032936,GO:0045540,GO:0005789
Anoste|protein17155	GO:0005634,GO:0004722,GO:0005737
Anoalb|LOC118463220	GO:0008239
Anofun|LOC125764101	GO:0005667,GO:0006357,GO:0005634
Anoste|protein10511	GO:0005739,GO:0000175,GO:0000958,GO:0000965,GO:0004654,GO:0006401,GO:0006402,GO:0003723,GO:0005829
Anoalb|LOC118456306	GO:0006508,GO:0005615,GO:0043171,GO:0070573
Anoste|protein18717	GO:0017056,GO:0006406,GO:0000055,GO:0006606,GO:0005643,GO:0006913,GO:0000056
Anoalb|LOC118464251	GO:0005634,GO:0003690,GO:0003712,GO:0006357
Anoste|protein7649	GO:0005634,GO:0000978,GO:0000981,GO:0006357
Anoalb|LOC118465212	GO:0006032,GO:0008061,GO:0005576,GO:0004568
Anofun|LOC125775076	GO:0017156,GO:0005783,GO:0005509
Anoste|protein16504	GO:0043231,GO:0016020
Anoste|protein10753	GO:0005783,GO:0031201,GO:0006890
Anoalb|LOC118459116	GO:0004601
Anoste|protein10942	GO:0006886
Anoalb|LOC118464682	GO:0005615,GO:0031012
Anoste|protein1037	GO:0032039,GO:0034472
Anoste|protein2087	GO:0010507,GO:0003924,GO:0005634,GO:0005764,GO:1904263,GO:0009267,GO:1990131,GO:0005525
Anoalb|LOC118456936	GO:0000993,GO:0003729,GO:0005737,GO:0006369,GO:0031124,GO:0005849
Anoalb|LOC118466962	GO:0006260,GO:0005634,GO:0003677,GO:0000808,GO:0003688,GO:0006270,GO:0005664
Anoste|protein1604	GO:0004674,GO:0005737,GO:0031032,GO:0072518,GO:0048598,GO:0007266,GO:0005856,GO:0030866,GO:0018107,GO:1901888,GO:0000281
Anoalb|LOC118459991	GO:0005829,GO:0008732,GO:0006567,GO:0006545
Anoalb|LOC118459094	GO:0030141
Anoalb|LOC118464230	GO:0003796
Anoara|LOC120904215	GO:0005667,GO:0006357,GO:0005634
Anoalb|LOC118466435	GO:1902936,GO:0016020
Anofun|LOC125770671	GO:0034389,GO:0008654,GO:0005789,GO:0010945,GO:0019915
Anogam|LOC1268706	GO:0005634,GO:0001228,GO:0006357,GO:0000978
Anoalb|LOC118461452	GO:0001164,GO:0006360,GO:0005668,GO:0042790,GO:0070860,GO:0001188
Anoalb|LOC118458728	GO:0008028,GO:0015718
Anoara|LOC120897154	GO:0003713,GO:0005634,GO:0045944
Anogam|LOC11175629	GO:0016279,GO:0018026
Anogam|LOC1271223	GO:0030008,GO:0005794
Anoara|LOC120894106	GO:0016020,GO:0015149,GO:0015749
Anoalb|LOC118459250	GO:0062129,GO:0008010,GO:0040003
Anoalb|LOC118466414	GO:0045944,GO:0003712,GO:0005634,GO:0000785,GO:0045089
Anofun|LOC125762617	GO:0005044,GO:0005737,GO:0016020
Anoalb|LOC118463387	GO:0007268,GO:0030594,GO:0030425,GO:0004993,GO:0005886,GO:0045202,GO:0007187,GO:0007197,GO:0016907
Anoste|protein11328	GO:0003676,GO:0005739,GO:0006390,GO:0043231,GO:0061668
Anoste|protein14288	GO:0003870,GO:0005739,GO:0048821,GO:0042541,GO:0006783
Anoste|protein15131	GO:1990221,GO:0005739,GO:0016226
Anoara|LOC120901247	GO:0045893,GO:0016604
Anoste|protein2070	GO:0006400,GO:0003723
Anoste|protein8002	GO:0018423,GO:0005829,GO:0008168,GO:0006481
Anoste|protein18380	GO:0005739,GO:0005759,GO:0051087,GO:0044183,GO:0006457,GO:0051082,GO:0046872,GO:0005524,GO:0051085
Anofun|LOC125769529	GO:0050072,GO:0000290,GO:0000932,GO:0005737
Anogam|LOC1273018	GO:0004827,GO:0006433,GO:0005524,GO:0017101,GO:0005737
Anoste|protein14798	GO:0005743,GO:0030003
Anoste|protein15379	GO:0005634,GO:0003723,GO:0005737
Anoalb|LOC118465440	GO:0016491
Anoalb|LOC118456378	GO:1905515
Anoste|protein3400	GO:0005852,GO:0005737,GO:0003743
Anoalb|LOC118465549	GO:0031012,GO:0005615
Anoste|protein12370	GO:0006509
Anogam|LOC1280245	GO:0097370,GO:0097363,GO:0005788,GO:0016757
Anoalb|LOC118464882	GO:0045202,GO:0006865,GO:0005335,GO:0043005,GO:0016020,GO:0035725,GO:0071705,GO:0005886,GO:0051610,GO:0051378
Anoste|protein7085	GO:0030136,GO:0005739,GO:0015629,GO:0016529,GO:0030833,GO:0016324,GO:0043066
Anoste|protein12829	GO:0007165
Anogam|LOC3289914	GO:0045505,GO:0005868,GO:0005737,GO:0007018
Anogam|LOC1277378	GO:0001881,GO:0005802,GO:0007032,GO:0005769,GO:0055037,GO:0042147
Anoalb|LOC118460355	GO:0000981,GO:0009952,GO:0000978,GO:0005654,GO:0045944
Anoara|LOC120903313	GO:0003735,GO:0006412,GO:0005840
Anoara|LOC120905100	GO:0008194
Anogam|LOC1279809	GO:0035242,GO:0005634,GO:0018216,GO:0042054,GO:0019919,GO:0034969,GO:0035241,GO:0016274,GO:0006338
Anoste|protein9005	GO:0016460
Anogam|LOC1271023	GO:0007017,GO:0005874
Anoalb|LOC118463957	GO:0004252
Anoalb|LOC118461854	GO:0005634,GO:0045944,GO:0061629,GO:0006357,GO:0007507,GO:0000122,GO:0030154
Anoste|protein11871	GO:0005615,GO:0004181,GO:0006508
Anoste|protein16437	GO:0006334,GO:0005634
Anofun|LOC125769184	GO:0006097,GO:0004474,GO:0005737
Anoalb|LOC118465857	GO:1990923,GO:0034587
Anoara|LOC120898514	GO:0005576,GO:0005615,GO:0050830,GO:0050829,GO:0019731
Anoalb|LOC118466935	GO:0005789,GO:0050708,GO:0042058
Anogam|LOC1277174	GO:0031054,GO:0003729,GO:0005737,GO:0005634
Anoalb|LOC118465422	GO:0006596,GO:0033387,GO:0004586,GO:0005737
Anogam|LOC3290373	GO:0008134,GO:0045944
Anoara|LOC120894590	GO:0099078,GO:0032418
Anogam|LOC1279583	GO:0006631,GO:0004095,GO:0016746,GO:0005739,GO:0009437
Anoste|protein8879	GO:1902936,GO:0016020
Anoste|protein18355	GO:0030371,GO:0017148,GO:0000900,GO:0045947,GO:0005737
Anoste|protein5168	GO:0005793,GO:0030134,GO:0000139,GO:0005789,GO:0005537,GO:0006888
Anogam|LOC1279469	GO:0043066,GO:0008284,GO:0005829,GO:0005634
Anogam|LOC1280942	GO:0005886
Anoalb|LOC118457695	GO:0071782,GO:0071786
Anoste|protein10935	GO:0033108,GO:0005739
Anofun|LOC125769909	GO:0022627,GO:0003723,GO:0003735
Anoalb|LOC118464349	GO:0005634,GO:0048513
Anoalb|LOC118465016	GO:0004741,GO:0006470,GO:0005739,GO:0004722
Anoalb|LOC118456436	GO:0016020
Anoalb|LOC118468706	GO:0006357,GO:0005634,GO:0009880,GO:0048619,GO:0000981,GO:0009790,GO:0000977
Anoalb|LOC118459975	GO:0022625,GO:0005840,GO:0003735,GO:0003723,GO:0006412
Anoste|protein15140	GO:0005319
Anoalb|LOC118466443	GO:0005737,GO:0004674,GO:0005634,GO:0004713,GO:0018105,GO:0018107
Anoalb|LOC118463769	GO:0005518,GO:0050840,GO:0005509,GO:0005615,GO:0048856
Anoalb|LOC118464489	GO:0016746,GO:0012505,GO:0003841
Anoara|LOC120900019	GO:0045504,GO:0036158,GO:0005737,GO:0043014
Anoalb|LOC118458954	GO:0000981,GO:0000978,GO:0006355,GO:0005634,GO:0005524,GO:0003677
Anogam|LOC1278717	GO:0006805,GO:0008395,GO:0005737,GO:0020037,GO:0006082,GO:0043231,GO:0016712
Anoalb|LOC118467901	GO:0016197,GO:0032418,GO:0043015,GO:0000930,GO:0031083,GO:0099078
Anoste|protein958	GO:0004364,GO:0006749,GO:0005737
Anofun|LOC125767875	GO:0005886,GO:0007169,GO:0090527,GO:0016477,GO:0005737
Anoalb|LOC118456416	GO:0071880,GO:0005886,GO:0043410,GO:0004930
Anoste|protein7450	GO:0005635
Anofun|LOC125763181	GO:0032182,GO:0045116,GO:0031624,GO:0097602,GO:0000151
Anoste|protein18371	GO:0005783,GO:0017185,GO:0008475
Anogam|LOC1273458	GO:0005634,GO:0030488,GO:0008168,GO:0016428,GO:0008173,GO:0005737,GO:0001510,GO:0000049
Anoste|protein16005	GO:0045040,GO:0033108
Anogam|LOC1270886	GO:0036503
Anoalb|LOC118459383	GO:0005794
Anogam|LOC1273523	GO:0035335,GO:0035556,GO:0030154,GO:0000278,GO:0001784,GO:0005737,GO:0004726
Anoalb|LOC118464630	GO:0006412,GO:0005840,GO:0003735
Anogam|LOC1269692	GO:0032511,GO:0005771
Anogam|LOC1280756	GO:0005686,GO:0000398,GO:0071011
Anoste|protein6599	GO:0106035,GO:0016226,GO:0051539,GO:0005739,GO:0051537,GO:0005506
Anoalb|LOC118464829	GO:0005634
Anoste|protein15483	GO:0051209,GO:0046488,GO:0048015,GO:0004435,GO:0035556
Anoalb|LOC118462935	GO:0003682,GO:0016251,GO:0005669,GO:0000976,GO:0006367
Anoalb|LOC118463688	GO:0000981,GO:0006338,GO:0000978,GO:0006357,GO:0003677
Anofun|LOC125767230	GO:0008297,GO:0005739,GO:0006264
Anoste|protein17660	GO:0030289,GO:0005634,GO:0005737,GO:0019888
Anoste|protein18597	GO:0022857,GO:0055085,GO:0016020
Anoalb|LOC118461801	GO:0033176,GO:0001671,GO:0030641
Anoalb|LOC118463461	GO:0004714,GO:0033674,GO:0007275,GO:0005886,GO:0007169,GO:0043235
Anoalb|LOC118467911	GO:0035098,GO:0006357
Anoste|protein13677	GO:0004930,GO:0005886,GO:0001591
Anogam|LOC3292446	GO:0072546
Anogam|LOC3289904	GO:0005634,GO:0030182,GO:0000981,GO:0000977,GO:0006357
Anofun|LOC125761274	GO:0036444,GO:0006851,GO:0051560,GO:0005509,GO:1990246
Anoalb|LOC118456369	GO:0008286,GO:0005886,GO:0005829,GO:0043548,GO:0005158
Anoste|protein3411	GO:0051082,GO:0006457,GO:0016272,GO:0005737
Anoalb|LOC118465451	GO:0030126,GO:0006890,GO:0006891,GO:0006886,GO:0006888
Anoalb|LOC118463497	GO:0005737,GO:0006414,GO:0005634
Anogam|LOC1272687	GO:0003690,GO:0006260,GO:0006974,GO:0005634
Anoalb|LOC118459225	GO:0030041,GO:0005884
Anofun|LOC125775019	GO:0005634
Anoste|protein14551	GO:0016798,GO:0004730,GO:0005737
Anogam|LOC1269174	GO:0005634,GO:0003682,GO:0042393,GO:0045892
Anogam|LOC1277414	GO:0005634,GO:0007005,GO:0005739
Anoara|LOC120901897	GO:0008104,GO:0005886,GO:0005739
Anoara|LOC120905130	GO:0072487,GO:0003682
Anoalb|LOC118462548	GO:0006297,GO:0005524,GO:0006281,GO:0003910,GO:0032807,GO:0003677,GO:0006303,GO:0005958
Anofun|LOC125766549	GO:0045202,GO:0005794,GO:0005634,GO:0048172,GO:0038203,GO:0005737
Anoalb|LOC118457632	GO:0003777,GO:0005875,GO:0007052,GO:0051231,GO:0007018
Anoalb|LOC118460797	GO:0004370,GO:0005739,GO:0046167,GO:0006071,GO:0006641,GO:0016310
Anogam|LOC1274654	GO:0012505
Anoara|LOC120905678	GO:0005737,GO:0017148,GO:0005634,GO:0003729
Anogam|LOC1277369	GO:0017150,GO:0005737,GO:0002943
Anoste|protein11147	GO:0007186,GO:0004703,GO:0009966,GO:0006468,GO:0001664,GO:0004672
Anoalb|LOC118466923	GO:0003712,GO:0016592,GO:0006357
Anoalb|LOC118462066	GO:0000062,GO:0003995,GO:0017099
Anofun|LOC125770002	GO:0004930,GO:0007186,GO:0005886
Anoalb|LOC118460587	GO:0005525,GO:0010507,GO:0009267,GO:1904263,GO:1990131,GO:0005634,GO:0003924,GO:0005764
Anofun|LOC125770309	GO:0098609,GO:0005886,GO:0050839,GO:0005911
Anogam|LOC4576345	GO:0019212,GO:0010923,GO:0003714,GO:0000122,GO:0003682
Anogam|LOC1270268	GO:0035861,GO:0000724,GO:0000014,GO:0006303,GO:0030870,GO:0042138,GO:0031573,GO:0097552,GO:0000723,GO:0007095
Anoste|protein2345	GO:0016836,GO:0016052,GO:0000287
Anoste|protein12814	GO:0016798,GO:0004559
Anoste|protein897	GO:0005737,GO:2000650,GO:0016567,GO:0006511,GO:0048814,GO:0061630
Anoste|protein6424	GO:0005971,GO:0004748,GO:0009263,GO:0005524
Anoalb|LOC118459709	GO:0005634,GO:0003723
Anoste|protein15042	GO:0016020
Anogam|LOC1271952	GO:0051403,GO:0004708,GO:0000165
Anogam|LOC1277451	GO:0005856,GO:0031209,GO:0071933,GO:0030036,GO:2000601,GO:0034237
Anofun|LOC125771433	GO:0005886
Anoalb|LOC118467642	GO:0005024,GO:0007178,GO:0004674,GO:0005886,GO:0006468,GO:0030509,GO:0004675,GO:0016020,GO:0043235,GO:0071363,GO:0005524
Anogam|LOC1281230	GO:0005737,GO:0015031
Anogam|LOC1273828	GO:0003887,GO:0019985
Anoste|protein3793	GO:0005615,GO:0006154,GO:0004000,GO:0019239,GO:0046103
Anogam|LOC1274121	GO:0016020,GO:0007608,GO:0050911,GO:0004984,GO:0005549,GO:0005886
Anogam|LOC1271665	GO:0034982,GO:0005745
Anofun|LOC125762555	GO:0005576
Anoste|protein4330	GO:0012505,GO:0140284
Anoalb|LOC118457536	GO:0008094
Anoalb|LOC118457683	GO:0015293,GO:0006814
Anoste|protein12503	GO:0006289,GO:0006357,GO:0005675
Anogam|LOC1270988	GO:0030424,GO:0098632,GO:0070593,GO:0007411,GO:0005886,GO:0007156
Anoalb|LOC118456402	GO:1902600,GO:0015252,GO:0016020
Anoste|protein15384	GO:0005615,GO:0004867
Anoste|protein15778	GO:0000779,GO:0042393,GO:0000796,GO:0007076,GO:0010032
Anogam|LOC3290174	GO:0005739,GO:0016971,GO:0050660
Anoara|LOC120903901	GO:0005737,GO:0009264,GO:0004139,GO:0016052
Anoalb|LOC118456461	GO:0006357
Anoara|LOC120906568	GO:0046777,GO:0004674,GO:0018105,GO:0000045,GO:0061709,GO:0034045,GO:0005829,GO:0005776,GO:0005737,GO:0042594,GO:0016020,GO:0034727,GO:0000422,GO:0010506,GO:0000407
Anoste|protein1627	GO:0007605
Anoara|LOC120898546	GO:0031012,GO:0030198
Anogam|LOC1272607	GO:0034476,GO:0034475,GO:0000177,GO:0034427,GO:0043928,GO:0000176,GO:0000467,GO:0034473,GO:0071028,GO:0035925,GO:0016075,GO:0071035,GO:0071038
Anogam|LOC1271628	GO:0016020,GO:1902742,GO:0043652,GO:0070782,GO:0005886
Anogam|LOC1278014	GO:0004758,GO:0046513,GO:0017059,GO:0046512
Anoalb|LOC118458972	GO:0016887,GO:0015630
Anoalb|LOC118463970	GO:0006384,GO:0005666
Anoalb|LOC118463984	GO:0070588,GO:0005886,GO:0008273,GO:0005262,GO:0006874
Anogam|LOC1275562	GO:0043252,GO:0016020,GO:0015347,GO:0055085,GO:0016323
Anoalb|LOC118465397	GO:0009101,GO:0005794,GO:0035269,GO:0015020
Anogam|LOC1274190	GO:0001405,GO:0030150,GO:0001671
Anoste|protein4486	GO:0071595,GO:0005737
Anoste|protein7506	GO:0006357,GO:0001228
Anogam|LOC1275131	GO:0005886
Anogam|LOC1269185	GO:0004383,GO:0007168,GO:0006182,GO:0005886,GO:0004016,GO:0001653
Anoste|protein7955	GO:0070816,GO:0006355,GO:0005675,GO:0006289,GO:0000439
Anoalb|LOC118462600	GO:0031462
Anoalb|LOC118460335	GO:0000122,GO:0000976,GO:0005737,GO:0043153,GO:0005634,GO:0032922,GO:0001222
Anofun|LOC125771606	GO:0016020,GO:0034220,GO:0005216,GO:0004888
Anofun|LOC125767205	GO:0004553,GO:0003940
Anoste|protein8706	GO:0004888,GO:0016020,GO:0034220,GO:0005216
Anoalb|LOC118457236	GO:0098609,GO:0005886,GO:0005911,GO:0050839
Anoste|protein10596	GO:0005886
Anoalb|LOC118462621	GO:1901214,GO:0003953,GO:0030425,GO:0048678,GO:0035591,GO:0034128
Anoalb|LOC118464605	GO:0005576,GO:0008061,GO:0006032,GO:0004568
Anoalb|LOC118463744	GO:0030667,GO:0004500,GO:0005507,GO:0042420,GO:0042421,GO:0006589,GO:0005615
Anoalb|LOC118467047	GO:0005246,GO:0005525,GO:0005886
Anoste|protein6240	GO:0045893,GO:0048188,GO:0035064
Anogam|LOC1268733	GO:0002020,GO:0005886,GO:0016600,GO:0031410,GO:0072659,GO:0045661
Anogam|LOC11175636	GO:0007608,GO:0005615
Anoalb|LOC118465507	GO:0017054,GO:0016251,GO:0006366,GO:0005634,GO:0001046
Anoste|protein11171	GO:0006457,GO:0051879,GO:0030544,GO:0005829,GO:0005634
Anofun|LOC125770526	GO:0005747,GO:0016651,GO:0006120
Anoste|protein3811	GO:0061630
