Anoste|protein14393	GO:0002084(PANTHER)|GO:0005737(PANTHER)|GO:0008474(PANTHER)|GO:0052689(PANTHER)
Anoalb|LOC118457138	-
Anoalb|LOC118466827	GO:0005886(PANTHER)|GO:0016020(InterPro)
Anogam|LOC1281711	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoste|protein13207	-
Anoste|protein13415	GO:0072546(PANTHER)
Anofun|LOC125769474	-
Anofun|LOC125768515	GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0006457(PANTHER)|GO:0051087(PANTHER)|GO:0051131(PANTHER)|GO:0051879(PANTHER)|GO:0051879(InterPro)
Anoste|protein6516	GO:0005096(PANTHER)|GO:0005737(PANTHER)|GO:0030833(PANTHER)|GO:0051056(PANTHER)
Anoste|protein16745	GO:0005737(PANTHER)|GO:0016616(PANTHER)
Anogam|LOC1282064	-
Anoste|protein11481	GO:0000077(InterPro)|GO:0000723(PANTHER)|GO:0000724(PANTHER)|GO:0006289(PANTHER)|GO:0030896(PANTHER)|GO:0030896(InterPro)|GO:0031573(PANTHER)|GO:0033314(PANTHER)|GO:0035861(PANTHER)|GO:0044778(PANTHER)
Anoalb|LOC118467741	-
Anoalb|LOC118462906	GO:0005215(PANTHER)|GO:0016020(PANTHER)
Anoste|protein4605	-
Anoalb|LOC118461026	-
Anogam|LOC5667333	GO:0005634(PANTHER)|GO:0005634(InterPro)|GO:0005737(PANTHER)|GO:0051726(PANTHER)|GO:0051726(InterPro)
Anoalb|LOC118463333	GO:0005739(PANTHER)|GO:0006450(InterPro)|GO:0030956(PANTHER)|GO:0032543(PANTHER)|GO:0070681(PANTHER)
Anoste|protein5285	GO:0008488(PANTHER)|GO:0008488(InterPro)|GO:0017187(InterPro)|GO:0017187(PANTHER)|GO:0019842(PANTHER)
Anogam|LOC1277788	GO:0005615(PANTHER)|GO:0032504(PANTHER)
Anogam|LOC1277444	GO:0003723(PANTHER)|GO:0004386(PANTHER)|GO:0005622(PANTHER)|GO:0034458(PANTHER)
Anogam|LOC5666788	-
Anoalb|LOC118467924	GO:0014069(PANTHER)|GO:0030160(PANTHER)|GO:0035255(PANTHER)|GO:0043197(PANTHER)|GO:0045211(PANTHER)|GO:0051705(PANTHER)
Anoalb|LOC118464229	-
Anoalb|LOC118464682	GO:0005615(PANTHER)|GO:0031012(PANTHER)
Anoste|protein7774	-
Anoste|protein8000	GO:0000062(PANTHER)|GO:0003995(PANTHER)|GO:0017099(PANTHER)
Anofun|LOC125761419	-
Anoste|protein4522	GO:0004596(InterPro)|GO:0006474(InterPro)|GO:0031415(InterPro)|GO:0031415(PANTHER)|GO:1990189(PANTHER)|GO:1990190(PANTHER)
Anoara|LOC120906265	-
Anofun|LOC125761871	-
Anoalb|LOC118467800	GO:0005789(PANTHER)|GO:0009922(PANTHER)|GO:0009922(InterPro)|GO:0016020(InterPro)|GO:0019367(PANTHER)|GO:0030148(PANTHER)|GO:0034625(PANTHER)|GO:0034626(PANTHER)|GO:0042761(PANTHER)
Anoara|LOC120899795	GO:0005096(PANTHER)
Anogam|LOC1282068	GO:0005789(PANTHER)|GO:0009922(PANTHER)|GO:0009922(InterPro)|GO:0016020(InterPro)|GO:0019367(PANTHER)|GO:0030148(PANTHER)|GO:0034625(PANTHER)|GO:0034626(PANTHER)|GO:0042761(PANTHER)
Anogam|LOC5667168	GO:0005750(PANTHER)|GO:0006122(PANTHER)|GO:0006122(InterPro)
Anoste|protein13223	GO:0007528(PANTHER)|GO:0048786(PANTHER)|GO:0050808(PANTHER)
Anoste|protein11318	GO:0004843(PANTHER)|GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0016579(PANTHER)
Anoalb|LOC118456209	GO:0000828(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0016301(InterPro)|GO:0016301(PANTHER)|GO:0032958(InterPro)|GO:0032958(PANTHER)|GO:0046854(PANTHER)
Anoalb|LOC118466383	GO:0000774(InterPro)|GO:0000774(PANTHER)|GO:0001405(PANTHER)|GO:0006457(InterPro)|GO:0030150(PANTHER)|GO:0042803(InterPro)|GO:0051082(PANTHER)|GO:0051087(InterPro)
Anoste|protein8490	-
Anoalb|LOC118459187	GO:0000413(InterPro)|GO:0003755(PANTHER)|GO:0003755(InterPro)|GO:0005783(PANTHER)
Anogam|LOC1273191	GO:0005737(PANTHER)|GO:0005739(PANTHER)|GO:0007005(PANTHER)|GO:0007005(InterPro)
Anogam|LOC1272931	GO:0005938(PANTHER)|GO:0006898(PANTHER)|GO:0032051(PANTHER)|GO:0045334(PANTHER)|GO:0071439(PANTHER)
Anogam|LOC1278331	-
Anogam|LOC1274271	GO:0005886(PANTHER)|GO:0007155(PANTHER)
Anoalb|LOC118459352	GO:0003697(InterPro)|GO:0004222(InterPro)|GO:0005634(PANTHER)|GO:0006974(PANTHER)|GO:0006974(InterPro)|GO:0031593(PANTHER)
Anogam|LOC1275567	GO:0004419(PANTHER)|GO:0006552(PANTHER)|GO:0016833(InterPro)|GO:0046951(PANTHER)
Anoste|protein10537	GO:0002142(PANTHER)|GO:0005886(PANTHER)|GO:0005929(PANTHER)|GO:0032426(PANTHER)
Anoalb|LOC118459867	GO:0000724(PANTHER)|GO:0003684(PANTHER)|GO:0006302(InterPro)|GO:0007095(InterPro)|GO:0007095(PANTHER)|GO:0030870(InterPro)|GO:0030870(PANTHER)|GO:0032508(PANTHER)
Anoste|protein9670	GO:0044782(PANTHER)
Anoste|protein14017	GO:0004984(PANTHER)|GO:0004984(InterPro)|GO:0005549(InterPro)|GO:0005886(PANTHER)|GO:0007608(InterPro)|GO:0016020(InterPro)|GO:0050911(PANTHER)
Anoste|protein4478	GO:0005739(PANTHER)|GO:0045329(PANTHER)
Anogam|LOC1269343	GO:0005737(PANTHER)|GO:0005739(PANTHER)|GO:0005759(PANTHER)
Anoste|protein14977	GO:0005525(InterPro)|GO:0006886(InterPro)
Anogam|LOC1274653	GO:0005085(InterPro)|GO:0005085(PANTHER)|GO:0005737(PANTHER)|GO:0005886(PANTHER)|GO:0007264(InterPro)|GO:0031267(PANTHER)
Anoara|LOC120897830	-
Anofun|LOC125764438	GO:0016020(PANTHER)
Anoalb|LOC118459922	GO:0005739(PANTHER)|GO:0006400(PANTHER)|GO:0052381(PANTHER)
Anogam|LOC1273085	-
Anoalb|LOC118461008	GO:0000981(PANTHER)|GO:0003700(PANTHER)|GO:0005634(PANTHER)|GO:0007423(PANTHER)|GO:0045944(PANTHER)|GO:0061564(PANTHER)|GO:0070888(PANTHER)
Anoste|protein17041	-
Anoalb|LOC118460771	-
Anogam|LOC1272577	GO:0003690(PANTHER)|GO:0005634(PANTHER)|GO:0030261(PANTHER)|GO:0031492(PANTHER)|GO:0045910(PANTHER)
Anogam|LOC4576727	GO:0005615(PANTHER)|GO:0031012(PANTHER)
Anofun|LOC125761433	GO:0004252(PANTHER)|GO:0005615(PANTHER)
Anogam|LOC133392937	-
Anogam|LOC1279163	GO:0005886(PANTHER)|GO:0006508(InterPro)|GO:0008237(InterPro)|GO:0008237(PANTHER)|GO:0008241(InterPro)|GO:0016020(InterPro)
Anoalb|LOC118457102	GO:0000302(PANTHER)|GO:0005737(PANTHER)|GO:0006629(PANTHER)
Anoara|LOC120900858	GO:0005634(PANTHER)|GO:0006511(PANTHER)|GO:0016567(PANTHER)|GO:0061630(PANTHER)
Anoalb|LOC118459546	-
Anogam|LOC1279309	GO:0005743(PANTHER)|GO:0032979(PANTHER)|GO:0043022(PANTHER)
Anoalb|LOC118464533	GO:0016491(PANTHER)|GO:0046592(PANTHER)
Anogam|LOC1280953	GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)|GO:0017171(PANTHER)
Anoalb|LOC118461548	GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0043565(PANTHER)
Anoalb|LOC118464968	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoste|protein18562	GO:0005615(PANTHER)|GO:0006508(PANTHER)|GO:0043171(PANTHER)|GO:0070573(PANTHER)|GO:0070573(InterPro)
Anoste|protein5420	GO:0005886(PANTHER)
Anoalb|LOC118456548	GO:0004333(InterPro)|GO:0004333(PANTHER)|GO:0005739(PANTHER)|GO:0006099(PANTHER)|GO:0006106(PANTHER)|GO:0006106(InterPro)|GO:0006108(PANTHER)
Anoara|LOC120903965	GO:0005615(PANTHER)|GO:0005769(PANTHER)|GO:0005886(PANTHER)|GO:0006826(PANTHER)|GO:0055037(PANTHER)
Anoste|protein6607	GO:0004888(InterPro)|GO:0005216(InterPro)|GO:0016020(InterPro)|GO:0034220(InterPro)
Anoalb|LOC118461712	GO:0045893(PANTHER)
Anogam|LOC1275555	GO:0007093(InterPro)|GO:0007094(PANTHER)|GO:0034501(PANTHER)|GO:1990423(InterPro)|GO:1990423(PANTHER)
Anoste|protein17184	GO:0005778(PANTHER)|GO:0016559(PANTHER)
Anogam|LOC1280664	GO:0016324(PANTHER)|GO:0043495(PANTHER)|GO:0072659(PANTHER)
Anogam|LOC1278516	-
Anoste|protein14891	GO:0003755(PANTHER)|GO:0005634(PANTHER)|GO:0005829(PANTHER)
Anofun|LOC125769509	GO:0004252(PANTHER)
Anoara|LOC120903974	GO:0000978(InterPro)|GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0006357(PANTHER)|GO:0006357(InterPro)|GO:0090575(PANTHER)
Anoalb|LOC118465507	GO:0001046(PANTHER)|GO:0005634(PANTHER)|GO:0006366(PANTHER)|GO:0016251(PANTHER)|GO:0017054(PANTHER)
Anoste|protein13475	GO:0003779(InterPro)|GO:0003785(PANTHER)|GO:0005737(PANTHER)|GO:0005884(PANTHER)|GO:0010591(PANTHER)|GO:0010976(PANTHER)|GO:0030016(PANTHER)|GO:0030042(PANTHER)|GO:0030837(InterPro)|GO:0042989(PANTHER)|GO:0051015(PANTHER)|GO:0051016(PANTHER)
Anoste|protein12649	GO:0005829(PANTHER)|GO:0061929(InterPro)
Anoalb|LOC118458062	GO:0004768(PANTHER)|GO:0005506(PANTHER)|GO:0005789(PANTHER)|GO:0006636(PANTHER)|GO:0016717(InterPro)
Anoalb|LOC118461746	GO:0005221(InterPro)|GO:0005222(PANTHER)|GO:0005223(PANTHER)|GO:0005886(PANTHER)|GO:0017071(PANTHER)|GO:0030553(PANTHER)|GO:0044877(PANTHER)|GO:0098655(PANTHER)
Anoste|protein9541	-
Anoalb|LOC118468537	GO:0005743(PANTHER)|GO:0006811(InterPro)|GO:0015075(InterPro)|GO:0016020(InterPro)|GO:0022857(PANTHER)|GO:0022889(PANTHER)|GO:0055085(InterPro)|GO:0140300(PANTHER)|GO:1990542(PANTHER)
Anoara|LOC120903689	GO:0000723(PANTHER)|GO:0005634(PANTHER)|GO:0140445(PANTHER)
Anogam|LOC1273422	-
Anoalb|LOC118462880	GO:0000398(InterPro)|GO:0003723(PANTHER)|GO:0005681(InterPro)|GO:0045292(PANTHER)|GO:0071013(PANTHER)
Anogam|LOC1275542	GO:0000462(PANTHER)|GO:0005730(PANTHER)|GO:0032040(PANTHER)
Anoalb|LOC118463919	GO:0006406(PANTHER)|GO:0006606(PANTHER)|GO:0017056(PANTHER)|GO:0031080(PANTHER)|GO:0045893(PANTHER)
Anoste|protein14711	-
Anoste|protein15225	GO:0004605(InterPro)|GO:0004605(PANTHER)|GO:0005739(PANTHER)|GO:0016024(PANTHER)|GO:0032049(PANTHER)|GO:0032049(InterPro)
Anoalb|LOC118464737	GO:0000281(PANTHER)|GO:0000915(PANTHER)|GO:0005826(PANTHER)|GO:0031106(PANTHER)
Anoste|protein3188	GO:0000785(PANTHER)|GO:0003723(PANTHER)|GO:0005654(PANTHER)|GO:0010468(PANTHER)
Anoara|LOC120906496	GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)
Anogam|LOC1275533	GO:0003341(PANTHER)|GO:0007018(PANTHER)|GO:0036157(PANTHER)|GO:0036158(PANTHER)|GO:0045503(PANTHER)|GO:0045504(PANTHER)
Anoalb|LOC118457444	GO:0005307(PANTHER)|GO:0005886(PANTHER)|GO:0008292(PANTHER)|GO:0015871(PANTHER)
Anoste|protein11452	GO:0005886(PANTHER)
Anofun|LOC125766982	-
Anofun|LOC125769916	-
Anogam|LOC1273435	GO:0005737(PANTHER)|GO:0005813(PANTHER)|GO:0005815(PANTHER)|GO:0008017(PANTHER)|GO:0030705(PANTHER)|GO:0031122(PANTHER)|GO:0051959(PANTHER)
Anoalb|LOC118466092	GO:0005604(PANTHER)|GO:0005615(PANTHER)|GO:0007160(PANTHER)
Anogam|LOC1274543	GO:0006096(InterPro)|GO:0016868(InterPro)
Anoste|protein5177	-
Anoara|LOC120900809	-
Anoste|protein1037	GO:0032039(PANTHER)|GO:0034472(PANTHER)
Anofun|LOC125764614	GO:0004222(PANTHER)|GO:0006508(PANTHER)|GO:0030198(PANTHER)|GO:0031012(PANTHER)
Anoste|protein4740	GO:0000413(PANTHER)|GO:0003755(PANTHER)|GO:0005737(PANTHER)|GO:0006457(PANTHER)|GO:0016018(PANTHER)|GO:0043231(PANTHER)
Anoara|LOC120899816	GO:0005509(PANTHER)|GO:0005911(PANTHER)|GO:0098609(PANTHER)
Anoste|protein14482	GO:0005743(InterPro)|GO:0005747(PANTHER)|GO:0006120(PANTHER)|GO:0042773(InterPro)
Anoara|LOC120906952	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)
Anoste|protein9187	GO:0004252(PANTHER)
Anoalb|LOC118462508	GO:0005912(PANTHER)|GO:0007156(PANTHER)|GO:0007157(PANTHER)
Anoara|LOC120903340	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoste|protein6476	GO:0005737(PANTHER)
Anoste|protein5545	-
Anoalb|LOC118463225	GO:0006820(PANTHER)|GO:0016020(PANTHER)|GO:0022857(PANTHER)
Anoara|LOC120893875	GO:0000146(InterPro)|GO:0000146(PANTHER)|GO:0005096(InterPro)|GO:0005884(PANTHER)|GO:0035556(InterPro)|GO:0051015(PANTHER)
Anogam|LOC1272756	GO:0005615(PANTHER)|GO:0031012(PANTHER)
Anogam|LOC1273458	GO:0000049(PANTHER)|GO:0001510(InterPro)|GO:0001510(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0008168(PANTHER)|GO:0008173(InterPro)|GO:0016428(PANTHER)|GO:0030488(PANTHER)
Anoalb|LOC118459820	GO:0007635(PANTHER)|GO:0008049(PANTHER)|GO:0030424(PANTHER)|GO:0030425(PANTHER)|GO:0043025(PANTHER)
Anoste|protein16005	GO:0033108(PANTHER)|GO:0045040(PANTHER)
Anoalb|LOC118467174	-
Anoste|protein17598	GO:0005829(PANTHER)|GO:0035971(PANTHER)|GO:0101006(PANTHER)
Anoalb|LOC118456777	GO:0005739(PANTHER)|GO:0006099(PANTHER)|GO:0006102(PANTHER)
Anoste|protein15228	GO:0140662(InterPro)
Anoalb|LOC118466622	GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0031491(PANTHER)|GO:0042393(PANTHER)
Anoara|LOC120908404	GO:0004775(PANTHER)|GO:0005739(PANTHER)|GO:0006099(PANTHER)|GO:0006104(PANTHER)|GO:0042709(PANTHER)
Anofun|LOC125763949	-
Anoara|LOC120894944	-
Anoara|LOC120908488	GO:0005886(PANTHER)|GO:0007188(PANTHER)|GO:0008528(PANTHER)
Anoalb|LOC118467540	GO:0016020(PANTHER)|GO:0022857(PANTHER)|GO:0055085(PANTHER)
Anofun|LOC125770687	GO:0000956(PANTHER)|GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0034353(PANTHER)|GO:0110155(PANTHER)
Anogam|LOC1269848	-
Anoalb|LOC118457292	GO:0004768(PANTHER)|GO:0005506(PANTHER)|GO:0005789(PANTHER)|GO:0006636(PANTHER)|GO:0016717(InterPro)
Anogam|LOC1281812	GO:0000139(PANTHER)|GO:0005975(PANTHER)|GO:0015018(PANTHER)|GO:0015018(InterPro)|GO:0016020(InterPro)|GO:0050650(PANTHER)
Anoalb|LOC118460271	-
Anogam|LOC1273471	GO:0005634(PANTHER)|GO:0016887(InterPro)
Anogam|LOC5667501	GO:0005518(PANTHER)|GO:0005783(PANTHER)|GO:0030199(PANTHER)
Anogam|LOC133395125	-
Anoalb|LOC118462516	GO:0005319(PANTHER)|GO:0006869(PANTHER)|GO:0016020(InterPro)|GO:0042626(PANTHER)|GO:0043231(PANTHER)|GO:0055085(InterPro)|GO:0140359(InterPro)
Anoste|protein584	GO:0005769(PANTHER)|GO:0043812(PANTHER)|GO:0045334(PANTHER)|GO:0046856(PANTHER)|GO:2001135(PANTHER)
Anoalb|LOC118458005	GO:0005886(PANTHER)|GO:0043296(PANTHER)|GO:0045216(PANTHER)|GO:0045216(InterPro)
Anoalb|LOC118466485	-
Anogam|LOC1279698	GO:0005737(PANTHER)|GO:0016020(PANTHER)|GO:0046856(PANTHER)
Anogam|LOC1280332	GO:0005765(PANTHER)
Anogam|LOC3290639	GO:0005891(PANTHER)|GO:0007268(PANTHER)|GO:0008331(PANTHER)|GO:0098703(PANTHER)
Anogam|LOC4577027	-
Anoste|protein18371	GO:0005783(PANTHER)|GO:0008475(PANTHER)|GO:0017185(PANTHER)
Anoalb|LOC118458392	GO:0016020(PANTHER)|GO:1902936(PANTHER)
Anogam|LOC1276827	GO:0051087(InterPro)
Anogam|LOC1279806	GO:0000712(PANTHER)|GO:0000727(PANTHER)|GO:0005634(PANTHER)|GO:0006302(InterPro)|GO:0006308(InterPro)|GO:0008821(PANTHER)|GO:0008821(InterPro)|GO:0031573(PANTHER)|GO:0048257(PANTHER)|GO:0048476(PANTHER)
Anoste|protein6526	-
Anogam|LOC1274565	-
Anoalb|LOC118460393	GO:0000049(PANTHER)|GO:0003729(PANTHER)|GO:0003743(PANTHER)|GO:0003743(InterPro)|GO:0006413(InterPro)|GO:0022627(PANTHER)|GO:0043022(PANTHER)
Anoalb|LOC118458463	-
Anoalb|LOC118460231	-
Anoalb|LOC118468892	-
Anoste|protein2430	GO:0015149(PANTHER)|GO:0015749(PANTHER)|GO:0016020(PANTHER)
Anoste|protein2926	-
Anoara|LOC120900082	-
Anogam|LOC1270385	GO:0005634(PANTHER)
Anoara|LOC120900461	GO:0008045(PANTHER)
Anoalb|LOC118464281	GO:0000064(PANTHER)|GO:0005739(PANTHER)|GO:0006810(PANTHER)|GO:0022857(PANTHER)|GO:1990575(PANTHER)
Anogam|LOC1271086	GO:0003723(PANTHER)|GO:0004386(PANTHER)|GO:0005622(PANTHER)|GO:0071013(PANTHER)
Anogam|LOC1281836	GO:0005777(PANTHER)|GO:0035336(PANTHER)|GO:0043231(PANTHER)|GO:0080019(PANTHER)|GO:0080019(InterPro)
Anoara|LOC120902030	-
Anoste|protein16725	-
Anoalb|LOC118462043	GO:0004869(PANTHER)|GO:0005634(PANTHER)|GO:0043066(PANTHER)
Anoste|protein10118	GO:0003723(PANTHER)
Anogam|LOC1269617	-
Anoste|protein5367	-
Anogam|LOC1278391	GO:0031267(InterPro)|GO:0035023(InterPro)
Anoalb|LOC118466813	GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0009408(PANTHER)|GO:0042026(PANTHER)|GO:0051082(PANTHER)
Anogam|LOC3290758	GO:0099503(PANTHER)
Anogam|LOC1279687	-
Anoalb|LOC118458200	GO:0000122(PANTHER)|GO:0003714(InterPro)|GO:0003714(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0045892(InterPro)|GO:0070822(PANTHER)|GO:0140110(PANTHER)
Anogam|LOC1274258	GO:0003700(InterPro)
Anoara|LOC120908833	GO:0004568(PANTHER)|GO:0005576(PANTHER)|GO:0006032(PANTHER)|GO:0008061(PANTHER)
Anoalb|LOC118461347	GO:0005216(InterPro)|GO:0005216(PANTHER)|GO:0005262(PANTHER)|GO:0005886(PANTHER)|GO:0006811(InterPro)|GO:0016020(InterPro)|GO:0098703(PANTHER)
Anoste|protein9239	GO:0005085(PANTHER)|GO:0005737(PANTHER)
Anogam|LOC5667642	GO:0005829(PANTHER)|GO:0006457(PANTHER)|GO:0007021(PANTHER)|GO:0007021(InterPro)|GO:0007023(InterPro)|GO:0015630(PANTHER)|GO:0015631(PANTHER)|GO:0048487(InterPro)
Anogam|LOC1269359	-
Anofun|LOC125764688	GO:0004222(InterPro)|GO:0005737(PANTHER)|GO:0006508(InterPro)|GO:0007155(InterPro)|GO:0008233(PANTHER)|GO:0016020(InterPro)
Anoste|protein151	GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)
Anoara|LOC120896529	-
Anoalb|LOC118467752	-
Anoste|protein17683	GO:0004519(PANTHER)|GO:0005634(PANTHER)
Anoste|protein12003	GO:0005509(PANTHER)|GO:0005911(PANTHER)|GO:0098609(PANTHER)
Anoalb|LOC118467095	GO:0005783(PANTHER)
Anogam|LOC1269730	-
Anoalb|LOC118457708	GO:0003700(PANTHER)|GO:0005634(PANTHER)|GO:0009653(PANTHER)|GO:0045944(PANTHER)|GO:0070888(PANTHER)
Anoara|LOC120906276	GO:0004089(PANTHER)|GO:0004089(InterPro)|GO:0005737(PANTHER)|GO:0008270(InterPro)
Anoste|protein6510	GO:0004001(InterPro)|GO:0004001(PANTHER)|GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0006144(PANTHER)|GO:0006166(InterPro)
Anogam|LOC1273999	GO:0004521(InterPro)|GO:0004521(PANTHER)|GO:0004674(InterPro)|GO:0004674(PANTHER)|GO:0030968(InterPro)|GO:0036498(PANTHER)|GO:0051082(PANTHER)|GO:0070059(PANTHER)|GO:1990604(PANTHER)
Anoalb|LOC118468743	-
Anogam|LOC1272940	GO:0005737(PANTHER)|GO:0030424(PANTHER)
Anoste|protein5806	GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0017101(PANTHER)|GO:0017101(InterPro)|GO:0043517(InterPro)
Anogam|LOC1280493	-
Anoalb|LOC118466366	GO:0005615(PANTHER)|GO:0007608(PANTHER)
Anogam|LOC1274524	GO:0004034(PANTHER)|GO:0006006(PANTHER)|GO:0033499(PANTHER)
Anogam|LOC5668250	GO:0003713(InterPro)|GO:0005634(InterPro)|GO:0005667(PANTHER)|GO:0030374(PANTHER)|GO:0035097(PANTHER)|GO:0045944(PANTHER)
Anoalb|LOC118463996	GO:0008045(PANTHER)
Anogam|LOC1272782	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0030154(PANTHER)
Anoalb|LOC118456674	GO:0004725(PANTHER)
Anoara|LOC120895757	GO:0016020(PANTHER)
Anofun|LOC125761487	GO:0005739(PANTHER)|GO:0018206(PANTHER)|GO:0031365(PANTHER)|GO:0042586(InterPro)|GO:0042586(PANTHER)|GO:0043686(PANTHER)
Anoalb|LOC118464496	GO:0043005(PANTHER)
Anoste|protein17639	GO:0005783(PANTHER)|GO:0012505(PANTHER)|GO:0016746(PANTHER)|GO:0036149(PANTHER)
Anoalb|LOC118462544	GO:0004984(PANTHER)|GO:0004984(InterPro)|GO:0005549(InterPro)|GO:0005886(PANTHER)|GO:0007608(InterPro)|GO:0016020(InterPro)|GO:0050911(PANTHER)
Anoste|protein2551	GO:0005044(PANTHER)|GO:0005044(InterPro)
Anogam|LOC4578122	GO:0000126(PANTHER)|GO:0001156(PANTHER)|GO:0070898(PANTHER)
Anoalb|LOC118467530	GO:0004568(PANTHER)|GO:0005576(PANTHER)|GO:0006032(PANTHER)|GO:0008061(PANTHER)
Anoste|protein16172	GO:0003735(InterPro)|GO:0005739(PANTHER)|GO:0005739(InterPro)
Anogam|LOC1280350	GO:0005634(InterPro)|GO:0006355(InterPro)|GO:0006357(PANTHER)|GO:0035267(PANTHER)|GO:0043189(InterPro)
Anoalb|LOC118460992	-
Anoste|protein12582	-
Anoalb|LOC118462063	-
Anofun|LOC125768215	-
Anoalb|LOC118459255	GO:0001510(PANTHER)|GO:0002181(PANTHER)|GO:0005737(PANTHER)|GO:0008173(PANTHER)|GO:0008175(PANTHER)|GO:0030488(PANTHER)
Anoste|protein16548	GO:0004826(InterPro)|GO:0004826(PANTHER)|GO:0006432(PANTHER)|GO:0006432(InterPro)|GO:0009328(PANTHER)
Anoalb|LOC118458490	GO:0000139(PANTHER)|GO:0004659(InterPro)|GO:0004659(PANTHER)|GO:0005783(PANTHER)|GO:0009234(PANTHER)|GO:0032194(PANTHER)|GO:0042371(PANTHER)
Anoara|LOC120897664	-
Anogam|LOC11175655	-
Anogam|LOC1280165	-
Anofun|LOC125761931	GO:0003810(PANTHER)|GO:0018149(PANTHER)
Anoalb|LOC118468960	-
Anoalb|LOC118465811	-
Anoste|protein8332	-
Anogam|LOC1271600	GO:0000226(InterPro)|GO:0000278(PANTHER)|GO:0000922(InterPro)|GO:0000930(PANTHER)|GO:0005815(InterPro)|GO:0007020(PANTHER)|GO:0007020(InterPro)|GO:0031122(PANTHER)|GO:0043015(InterPro)|GO:0043015(PANTHER)|GO:0051011(PANTHER)|GO:0051225(PANTHER)|GO:0051321(PANTHER)
Anoalb|LOC118457703	GO:0008898(PANTHER)|GO:0009086(PANTHER)|GO:0033528(PANTHER)
Anoalb|LOC118466495	GO:0005762(PANTHER)
Anofun|LOC125774931	-
Anofun|LOC125770312	GO:0005737(PANTHER)|GO:0016787(InterPro)|GO:0033345(PANTHER)
Anoara|LOC120898117	GO:0030544(PANTHER)|GO:0051879(PANTHER)|GO:0060548(PANTHER)
Anoalb|LOC118459363	GO:0005789(PANTHER)|GO:0006487(PANTHER)|GO:0008610(PANTHER)|GO:0043231(PANTHER)|GO:0047874(PANTHER)
Anogam|LOC1279583	GO:0004095(PANTHER)|GO:0005739(PANTHER)|GO:0006631(PANTHER)|GO:0009437(PANTHER)|GO:0016746(InterPro)
Anofun|LOC125769030	GO:0005886(PANTHER)|GO:0005911(PANTHER)|GO:0050839(PANTHER)|GO:0098609(PANTHER)
Anoara|LOC120895134	-
Anoalb|LOC118458367	GO:0005068(PANTHER)|GO:0005104(PANTHER)|GO:0005737(PANTHER)|GO:0007169(PANTHER)|GO:0008543(PANTHER)
Anoste|protein8571	GO:0005245(PANTHER)|GO:0005891(PANTHER)
Anoste|protein16006	GO:0005730(PANTHER)|GO:0006364(PANTHER)|GO:0045943(PANTHER)
Anoalb|LOC118460912	GO:0000045(PANTHER)|GO:0005789(PANTHER)
Anoste|protein6396	GO:0043005(PANTHER)
Anoste|protein9134	GO:0000724(PANTHER)|GO:0000781(PANTHER)|GO:0003697(PANTHER)|GO:0005662(PANTHER)|GO:0006260(PANTHER)|GO:0006289(PANTHER)|GO:0035861(PANTHER)
Anogam|LOC1277231	GO:0005615(PANTHER)
Anogam|LOC1269861	GO:0005085(InterPro)|GO:0005085(PANTHER)|GO:0005886(PANTHER)|GO:0007264(InterPro)|GO:0007265(PANTHER)
Anoalb|LOC118459622	-
Anogam|LOC5667703	-
Anoste|protein12336	GO:0004594(PANTHER)|GO:0005524(InterPro)|GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0015937(PANTHER)|GO:0015937(InterPro)
Anoste|protein13150	GO:0002084(PANTHER)|GO:0005886(PANTHER)|GO:0008474(PANTHER)|GO:0010008(PANTHER)
Anoste|protein17576	-
Anoste|protein13625	GO:0004140(PANTHER)|GO:0015937(PANTHER)
Anoste|protein15766	GO:0004303(PANTHER)|GO:0005739(PANTHER)|GO:0006631(PANTHER)|GO:0008209(PANTHER)|GO:0008210(PANTHER)
